"ResponseId","Gender","Age","Education","LocationLatitude","LocationLongitude","instr_enthusiasm","instr_professional","instr_subject","instr_material","instr_rating","subject_1","subject_2","subject_3","subject_4","video_watched","assigned","assignment","ques_1","ques_2","ques_3","ques_4","quiz_avg","avg_rating"
"R_2f6olPKsfTuklRD","Male","20-30","Some College No degree",33.83099365,-85.77519989,5,5,5,5,5,"All of the above","All of the above","Python was created by Guido van Rossum in 1991","Great Advanced Language","Video1-1(Treatment)",1,"Treatment",1,0,0,1,0.5,5
"R_211zikYxXv3E4sI","Female","30-40","Some College No degree",28.14900208,-82.04109955,4,5,4,4,5,"Web Applications","A. A programming language designed to be human readable","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Starter Language","Video1-2(Control)",0,"Control",0,0,1,0,0.25,4.5
"R_w65eKKom5CE1usV","Female","30-40","Masters degree",33.74679565,-84.31369781,2,3,2,4,1,"All of the above","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Starter Language","Video1-1(Treatment)",1,"Treatment",1,1,1,0,0.75,2.5
"R_111w8Yme2lvIFid","Male","30-40","High school diploma",48.22610474,-101.2974014,3,4,3,5,4,"All of the above","All of the above","Python is an object oriented programming language","Great Starter Language","Video1-2(Control)",0,"Control",1,0,0,0,0.25,4
"R_2wh5DL9aY0AEqbW","Female","30-40","High school diploma",33.68710327,-84.15100098,4,5,5,4,4,"All of the above","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Easy to Learn","Video2-1(Treatment)",1,"Treatment",1,1,1,0,0.75,4.25
"R_293OH1Uhxwd0ko7","Female","50+","Bachelors degree",33.97390747,-81.23449707,2,3,3,2,2,"All of the above","All of the above","Python is an object oriented programming language","Great Advanced Language","Video3-1(Treatment)",1,"Treatment",1,0,0,1,0.5,2.25
"R_um5YNWOqLUPD0fn","Female","50+","Bachelors degree",33.9992981,-118.2868042,3,5,4,3,4,"All of the above","Both A & B","Python is an object oriented programming language","Wonderful Community","Video2-2(Control)",0,"Control",1,1,0,0,0.5,3.75
"R_8okJaGJwp06zAyt","Female","40-50","Associates degree",41.74389648,-71.31790161,1,4,5,5,4,"Web Applications","Both A & B","Python was created by Guido van Rossum in 1991","Wonderful Community","Video2-2(Control)",0,"Control",0,1,0,0,0.25,3.5
"R_3sz9QQp5oJRdWti","Male","50+","Some College No degree",39.92329407,-75.23130035,4,4,5,4,4,"All of the above","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Starter Language","Video2-2(Control)",0,"Control",1,0,1,0,0.5,4
"R_1ojO91RwzyA886n","Female","20-30","Less than High school",41.92610168,-71.30110168,3,3,3,2,4,"Artificial intelligence projects","B. A flexible programming language","Python was created by Guido van Rossum in 1991","Easy to Learn","Video2-1(Treatment)",1,"Treatment",0,0,0,0,0,3
"R_xyeDYs8HXxyADjr","Female","30-40","Associates degree",41.56219482,-81.48419952,3,3,3,2,3,"Web Applications","Both A & B","Python is an object oriented programming language","Wonderful Community","Video1-2(Control)",0,"Control",0,1,0,0,0.25,2.75
"R_1JLsI9fpkQmlR7m","Female","30-40","High school diploma",36.50140381,-86.87380219,5,5,5,5,5,"All of the above","Both A & B","Python was created by Guido van Rossum in 1991","Great Starter Language","Video1-2(Control)",0,"Control",1,1,0,0,0.5,5
"R_1cSQNdr5Bui1CQ4","Male","20-30","High school diploma",39.82380676,-86.14070129,4,4,4,5,4,"Web Applications","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Starter Language","Video2-1(Treatment)",1,"Treatment",0,1,1,0,0.5,4.25
"R_3Ok3tqZLRLGsKtn","Male","30-40","High school diploma",33.78729248,-117.9230957,1,2,3,3,2,"Automation utilities","A. A programming language designed to be human readable","Python was created by Guido van Rossum in 1991","Great Starter Language","Video2-2(Control)",0,"Control",0,0,0,0,0,2
"R_3Oeo7A9yAxPmn0c","Female","40-50","Masters degree",37.75100708,-97.8219986,3,3,4,3,3,"Artificial intelligence projects","A. A programming language designed to be human readable","Python is an interpreted programming language","Great Advanced Language","Video1-2(Control)",0,"Control",0,0,0,1,0.25,3
"R_25N5v4pOwxJ6G4j","Male","20-30","Bachelors degree",39.92329407,-75.23130035,5,5,5,5,5,"Artificial intelligence projects","All of the above","Python is an object oriented programming language","Great Advanced Language","Video1-2(Control)",0,"Control",0,0,0,1,0.25,5
"R_3n90vfhODxnfkuf","Female","30-40","Some College No degree",40.70640564,-73.94730377,1,4,4,4,2,"All of the above","Both A & B","Python is an interpreted programming language","Wonderful Community","Video2-2(Control)",0,"Control",1,1,0,0,0.5,2.75
"R_dmQyjsBqo1xnwvT","Female","30-40","Some College No degree",32.7507019,-97.20950317,2,3,3,3,3,"All of the above","Both A & B","Python is an object oriented programming language","Wonderful Community","Video3-2(Control)",0,"Control",1,1,0,0,0.5,2.75
"R_2v1yAPK5H3leyCG","Male","50+","Some College No degree",38.6920929,-93.23829651,2,2,4,4,4,"All of the above","Both A & B","Python is an object oriented programming language","Great Advanced Language","Video2-1(Treatment)",1,"Treatment",1,1,0,1,0.75,3
"R_23acj2gFJhz8VOm","Female","50+","High school diploma",38.94419861,-94.28970337,3,3,4,3,4,"All of the above","Both A & B","Python is an object oriented programming language","Easy to Learn","Video2-1(Treatment)",1,"Treatment",1,1,0,0,0.5,3.25
"R_1FwzQfycLa2W2LG","Female","20-30","Some College No degree",39.73510742,-105.0269012,4,4,3,3,4,"Web Applications","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Easy to Learn","Video2-2(Control)",0,"Control",0,1,1,0,0.5,3.75
"R_1i1W6ptLSAYE4Bc","Female","50+","Some College No degree",42.2671051,-83.13580322,3,4,4,4,4,"Web Applications","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Wonderful Community","Video1-2(Control)",0,"Control",0,0,1,0,0.25,3.75
"R_3J5gOQTq9IAn4BT","Female","50+","Some College No degree",41.88789368,-70.88870239,3,4,4,3,3,"All of the above","Both A & B","Python is an object oriented programming language","Easy to Learn","Video2-1(Treatment)",1,"Treatment",1,1,0,0,0.5,3.25
"R_2QsqgZPGHd2S7q1","Female","30-40","High school diploma",39.32339478,-81.54299927,1,3,2,2,3,"All of the above","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Wonderful Community","Video3-1(Treatment)",1,"Treatment",1,1,1,0,0.75,2.25
"R_bOSYnRZDYwC2hXj","Female","20-30","Bachelors degree",32.92190552,-96.62139893,3,5,4,4,4,"All of the above","All of the above","Python is an interpreted programming language","Easy to Learn","Video1-2(Control)",0,"Control",1,0,0,0,0.25,4
"R_V2ytAaPA6FnXEo9","Female","40-50","Associates degree",42.35749817,-83.21620178,1,3,2,2,2,"All of the above","Both A & B","Python is an object oriented programming language","Wonderful Community","Video3-1(Treatment)",1,"Treatment",1,1,0,0,0.5,2
"R_1d5Iu9BXw1xdQ1l","Female","30-40","High school diploma",35.229599,-80.84300232,3,4,2,3,3,"All of the above","C. A low level implementation programming language","Python was created by Guido van Rossum in 1991","Great Starter Language","Video3-2(Control)",0,"Control",1,0,0,0,0.25,3.25
"R_33Cge8Md6RTjDlw","Female","40-50","Associates degree",37.15310669,-84.09860229,3,4,4,4,4,"All of the above","Both A & B","Python is an object oriented programming language","Wonderful Community","Video2-1(Treatment)",1,"Treatment",1,1,0,0,0.5,3.75
"R_3nCniO7s3Hgsgz1","Female","20-30","High school diploma",33.13209534,-95.59249878,5,5,3,5,5,"All of the above","All of the above","Python is an object oriented programming language","Easy to Learn","Video3-1(Treatment)",1,"Treatment",1,0,0,0,0.25,5
"R_PSTh8m6BpiSOXdf","Female","20-30","Some College No degree",41.55160522,-90.50170135,2,4,3,3,2,"Artificial intelligence projects","Both A & B","Python is an object oriented programming language","Great Advanced Language","Video1-1(Treatment)",1,"Treatment",0,1,0,1,0.5,2.75
"R_9HWDqCjfyR4rY77","Male","30-40","Some College No degree",40.25619507,-79.978302,4,4,3,4,4,"Web Applications","Both A & B","Python is an object oriented programming language","Wonderful Community","Video1-1(Treatment)",1,"Treatment",0,1,0,0,0.25,4
"R_2taHGbuMgwLvlUl","Female","40-50","Bachelors degree",41.13710022,-85.06369781,2,3,4,2,2,"All of the above","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Advanced Language","Video1-1(Treatment)",1,"Treatment",1,0,1,1,0.75,2.25
"R_3EXUmIoMiRf760f","Male","Other","Masters degree",26.26620483,-81.71640015,4,4,3,4,3,"All of the above","Both A & B","Python is an object oriented programming language","Easy to Learn","Video3-1(Treatment)",1,"Treatment",1,1,0,0,0.5,3.75
"R_6nZOAVioSAHkp8d","Male","30-40","High school diploma",35.75630188,-80.37310028,3,4,4,4,4,"Web Applications","A. A programming language designed to be human readable","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Advanced Language","Video3-2(Control)",0,"Control",0,0,1,1,0.5,3.75
"R_3lsqaJBwuGOBs3I","Female","30-40","High school diploma",35.229599,-80.84300232,5,5,5,5,5,"All of the above","All of the above","Python is an object oriented programming language","Wonderful Community","Video3-1(Treatment)",1,"Treatment",1,0,0,0,0.25,5
"R_1lg8wcRfKjzTrmO","Female","50+","High school diploma",25.95239258,-80.21839905,5,5,5,5,5,"All of the above","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Easy to Learn","Video3-2(Control)",0,"Control",1,1,1,0,0.75,5
"R_2tyClfSAtEkHzXZ","Male","50+","Some College No degree",30.0821991,-81.54979706,4,4,4,4,4,"All of the above","Both A & B","Python is an object oriented programming language","Great Advanced Language","Video1-1(Treatment)",1,"Treatment",1,1,0,1,0.75,4
"R_1QrQlQpnG5MWXUT","Male","20-30","Masters degree",39.31840515,-82.10119629,4,4,5,5,5,"All of the above","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Easy to Learn","Video2-2(Control)",0,"Control",1,0,1,0,0.5,4.5
"R_xzL4pc77rdDWat3","Male","30-40","Bachelors degree",29.51829529,-95.09770203,5,5,4,5,5,"Web Applications","Both A & B","Python is an object oriented programming language","Easy to Learn","Video3-1(Treatment)",1,"Treatment",0,1,0,0,0.25,5
"R_3D6e0IXJbqKdIKg","Female","40-50","Associates degree",38.57739258,-90.67089844,4,5,5,5,5,"All of the above","Both A & B","Python was created by Guido van Rossum in 1991","Wonderful Community","Video1-1(Treatment)",1,"Treatment",1,1,0,0,0.5,4.75
"R_3sdbv5ffbZ9TaBW","Male","40-50","Less than High school",42.42480469,-83.19509888,3,3,3,3,4,"All of the above","Both A & B","Python was created by Guido van Rossum in 1991","Wonderful Community","Video2-2(Control)",0,"Control",1,1,0,0,0.5,3.25
"R_1QN0L8dqf3ALlnR","Male","50+","Bachelors degree",38.79130554,-77.2806015,3,5,4,5,5,"All of the above","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Wonderful Community","Video1-2(Control)",0,"Control",1,1,1,0,0.75,4.5
"R_2CpqX17NOUlpQyi","Male","20-30","Some College No degree",40.68769836,-73.92669678,3,3,3,3,3,"Web Applications","C. A low level implementation programming language","Python is an object oriented programming language","Great Starter Language","Video1-1(Treatment)",1,"Treatment",0,0,0,0,0,3
"R_3UYQp81tgHgDDRn","Male","50+","Some College No degree",39.9315033,-75.33450317,4,5,5,5,5,"All of the above","Both A & B","Python is an interpreted programming language","Great Advanced Language","Video1-1(Treatment)",1,"Treatment",1,1,0,1,0.75,4.75
"R_3D7VfzDfW6AcPDn","Female","20-30","High school diploma",36.17500305,-95.91600037,3,5,5,5,5,"All of the above","All of the above","Python is an object oriented programming language","Great Starter Language","Video2-2(Control)",0,"Control",1,0,0,0,0.25,4.5
"R_1NlwgSGsqCsannl","Female","20-30","Associates degree",39.28739929,-80.34190369,2,3,3,1,1,"All of the above","Both A & B","Python is an interpreted programming language","Great Advanced Language","Video3-1(Treatment)",1,"Treatment",1,1,0,1,0.75,1.75
"R_SE6EgX74Eq1lHaN","Female","30-40","Bachelors degree",41.87640381,-87.61329651,2,3,3,3,3,"Web Applications","A. A programming language designed to be human readable","Python was created by Guido van Rossum in 1991","Great Starter Language","Video1-1(Treatment)",1,"Treatment",0,0,0,0,0,2.75
"R_sKYhhjPbnpJoXGF","Male","40-50","Some College No degree",35.41549683,-80.61430359,2,4,3,3,2,"All of the above","All of the above","Python is an object oriented programming language","Easy to Learn","Video2-1(Treatment)",1,"Treatment",1,0,0,0,0.25,2.75
"R_3kczzMJBQhziEeT","Male","20-30","Bachelors degree",37.75100708,-97.8219986,3,3,3,3,3,"Web Applications","All of the above","Python is an interpreted programming language","Wonderful Community","Video3-2(Control)",0,"Control",0,0,0,0,0,3
"R_1CvDRac9TxW7lNu","Female","50+","High school diploma",29.58259583,-98.40910339,2,3,5,4,4,"All of the above","Both A & B","Python is an interpreted programming language","Great Starter Language","Video3-2(Control)",0,"Control",1,1,0,0,0.5,3.25
"R_2zMWeixBTYR40tR","Female","50+","High school diploma",38.6486969,-90.32969666,4,4,4,3,4,"All of the above","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Advanced Language","Video2-1(Treatment)",1,"Treatment",1,1,1,1,1,3.75
"R_3ESfINxXX3tH47O","Male","20-30","Bachelors degree",29.22079468,-81.01399994,5,5,5,5,5,"All of the above","All of the above","Python was created by Guido van Rossum in 1991","Great Advanced Language","Video3-1(Treatment)",1,"Treatment",1,0,0,1,0.5,5
"R_1q9PyCsi8Av1cAk","Male","30-40","Some College No degree",33.56370544,-84.2111969,3,4,5,4,4,"All of the above","A. A programming language designed to be human readable","Python is an interpreted programming language","Wonderful Community","Video3-2(Control)",0,"Control",1,0,0,0,0.25,3.75
"R_2YP994WhqrzUlAv","Female","20-30","Bachelors degree",41.47219849,-81.74500275,5,5,5,5,5,"All of the above","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Wonderful Community","Video3-2(Control)",0,"Control",1,0,1,0,0.5,5
"R_2z78t8YI9r8M7iB","Female","40-50","Masters degree",38.813797,-77.1486969,2,5,5,5,5,"All of the above","B. A flexible programming language","Python is an interpreted programming language","Easy to Learn","Video3-2(Control)",0,"Control",1,0,0,0,0.25,4.25
"R_1OU1ZS2FSORcr1z","Male","50+","Masters degree",32.72459412,-117.2257996,3,3,4,3,3,"All of the above","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Easy to Learn","Video1-2(Control)",0,"Control",1,1,1,0,0.75,3
"R_3Mbc4JzkE4s7q2S","Female","40-50","Associates degree",30.31390381,-85.91000366,2,2,2,1,1,"All of the above","Both A & B","Python was created by Guido van Rossum in 1991","Great Advanced Language","Video3-1(Treatment)",1,"Treatment",1,1,0,1,0.75,1.5
"R_2Cwzn80XhwONavV","Female","20-30","High school diploma",28.21369934,-82.68090057,3,4,5,4,4,"Web Applications","A. A programming language designed to be human readable","Python is an object oriented programming language","Easy to Learn","Video2-1(Treatment)",1,"Treatment",0,0,0,0,0,3.75
"R_3qDvBJxi3z6Uamq","Male","30-40","Bachelors degree",28.63439941,-81.62210083,4,4,5,4,4,"All of the above","Both A & B","Python is an object oriented programming language","Easy to Learn","Video2-2(Control)",0,"Control",1,1,0,0,0.5,4
"R_WfCV67F3ePiuXE5","Female","50+","High school diploma",33.74850464,-84.38710022,4,4,5,5,4,"All of the above","Both A & B","Python is an object oriented programming language","Great Advanced Language","Video2-2(Control)",0,"Control",1,1,0,1,0.75,4.25
"R_qxvTP1aVO6KXzDH","Female","20-30","High school diploma",42.42610168,-83.25140381,3,4,3,2,3,"Artificial intelligence projects","C. A low level implementation programming language","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Starter Language","Video1-2(Control)",0,"Control",0,0,1,0,0.25,3
"R_9sDo2fcrOPez83L","Female","50+","High school diploma",34.14830017,-118.0016022,3,4,4,4,4,"All of the above","Both A & B","Python is an object oriented programming language","Easy to Learn","Video2-2(Control)",0,"Control",1,1,0,0,0.5,3.75
"R_1oaMF0WfC231uuQ","Female","20-30","Some College No degree",28.23649597,-82.3289032,4,4,5,4,4,"All of the above","A. A programming language designed to be human readable","Python is an interpreted programming language","Wonderful Community","Video3-1(Treatment)",1,"Treatment",1,0,0,0,0.25,4
"R_2E3LyOtQIIDHG7V","Male","30-40","Bachelors degree",41.74879456,-72.61519623,3,3,3,4,3,"All of the above","A. A programming language designed to be human readable","Python was created by Guido van Rossum in 1991","Easy to Learn","Video2-1(Treatment)",1,"Treatment",1,0,0,0,0.25,3.25
"R_4Z0H48y7c9SAx9v","Female","50+","High school diploma",32.60470581,-93.87609863,3,2,3,2,2,"All of the above","Both A & B","Python is an object oriented programming language","Wonderful Community","Video1-1(Treatment)",1,"Treatment",1,1,0,0,0.5,2.25
"R_3R1w4Yz2B7CS45e","Female","40-50","Some College No degree",26.92019653,-82.30470276,1,1,2,2,2,"All of the above","Both A & B","Python is an interpreted programming language","Easy to Learn","Video3-2(Control)",0,"Control",1,1,0,0,0.5,1.5
"R_pb1BrU79RtAfn0J","Female","30-40","High school diploma",40.65609741,-75.2335968,2,4,5,5,5,"All of the above","Both A & B","Python is an object oriented programming language","Easy to Learn","Video3-2(Control)",0,"Control",1,1,0,0,0.5,4
"R_3EMydIOZ40z80VT","Male","20-30","Some College No degree",37.97860718,-121.3146973,2,4,3,2,3,"Web Applications","A. A programming language designed to be human readable","Python is an interpreted programming language","Easy to Learn","Video2-2(Control)",0,"Control",0,0,0,0,0,2.75
"R_1pLrZKaQYllSnPX","Male","30-40","High school diploma",30.45880127,-91.05809784,3,3,3,3,3,"Web Applications","C. A low level implementation programming language","Python is an object oriented programming language","Great Advanced Language","Video2-1(Treatment)",1,"Treatment",0,0,0,1,0.25,3
"R_sYyTFEw0zB7mMV3","Female","50+","High school diploma",30.67100525,-87.17369843,1,3,3,3,2,"All of the above","Both A & B","Python is an interpreted programming language","Wonderful Community","Video2-2(Control)",0,"Control",1,1,0,0,0.5,2.25
"R_3fdw3mDMEn2YMVs","Male","50+","High school diploma",41.41389465,-75.68270111,3,4,4,3,4,"Web Applications","C. A low level implementation programming language","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Starter Language","Video1-1(Treatment)",1,"Treatment",0,0,1,0,0.25,3.5
"R_1LipXhhmro9Gocc","Male","30-40","High school diploma",33.32609558,-84.02799988,3,5,5,5,4,"All of the above","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Advanced Language","Video1-1(Treatment)",1,"Treatment",1,0,1,1,0.75,4.25
"R_0fDzlEEz75T6TUB","Female","40-50","Associates degree",33.74850464,-84.38710022,3,4,4,4,4,"All of the above","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Wonderful Community","Video1-2(Control)",0,"Control",1,0,1,0,0.5,3.75
"R_bjU8VSyln3huxEZ","Female","20-30","Bachelors degree",29.9631958,-90.07530212,3,4,4,4,3,"All of the above","Both A & B","Python was created by Guido van Rossum in 1991","Great Starter Language","Video1-1(Treatment)",1,"Treatment",1,1,0,0,0.5,3.5
"R_Z9mm5YIWEH4oxEt","Female","30-40","Bachelors degree",42.36669922,-88.09249878,3,4,4,4,4,"All of the above","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Advanced Language","Video1-2(Control)",0,"Control",1,0,1,1,0.75,3.75
"R_21BthcbiUT9d3kn","Male","50+","Some College No degree",40.790802,-85.83270264,2,3,4,3,3,"All of the above","A. A programming language designed to be human readable","Python was created by Guido van Rossum in 1991","Easy to Learn","Video1-2(Control)",0,"Control",1,0,0,0,0.25,2.75
"R_27r3uenmoP98KbH","Female","40-50","Some College No degree",44.96560669,-89.70659637,2,5,4,5,5,"All of the above","A. A programming language designed to be human readable","Python is an interpreted programming language","Wonderful Community","Video3-2(Control)",0,"Control",1,0,0,0,0.25,4.25
"R_BGqn1Xl8MXQq8OB","Female","20-30","High school diploma",41.53819275,-72.80079651,3,4,4,4,3,"All of the above","Both A & B","Python was created by Guido van Rossum in 1991","Wonderful Community","Video2-2(Control)",0,"Control",1,1,0,0,0.5,3.5
"R_2ARccXHk6uYE994","Female","30-40","Associates degree",41.18769836,-74.52919769,5,5,5,5,5,"All of the above","Both A & B","Python was created by Guido van Rossum in 1991","Great Advanced Language","Video3-1(Treatment)",1,"Treatment",1,1,0,1,0.75,5
"R_bd24l3AV1V9xCjn","Female","40-50","High school diploma",29.55540466,-81.22070313,1,3,3,3,3,"All of the above","A. A programming language designed to be human readable","Python was created by Guido van Rossum in 1991","Great Advanced Language","Video3-1(Treatment)",1,"Treatment",1,0,0,1,0.5,2.5
"R_3qO099LftX10qHy","Female","50+","High school diploma",35.229599,-80.84300232,1,2,4,2,2,"Web Applications","Both A & B","Python is an object oriented programming language","Great Advanced Language","Video1-1(Treatment)",1,"Treatment",0,1,0,1,0.5,1.75
"R_3nNkx4seInm26lO","Female","50+","Less than High school",32.7796936,-96.80220032,4,4,5,5,5,"All of the above","A. A programming language designed to be human readable","Python is an object oriented programming language","Great Advanced Language","Video3-1(Treatment)",1,"Treatment",1,0,0,1,0.5,4.5
"R_1nMEZ2DrpuS09BR","Female","30-40","Some College No degree",47.38450623,-122.058197,3,4,5,3,4,"All of the above","Both A & B","Python was created by Guido van Rossum in 1991","Great Starter Language","Video3-2(Control)",0,"Control",1,1,0,0,0.5,3.5
"R_1dK6ofueRyErDV0","Female","50+","High school diploma",41.71240234,-87.74780273,2,3,3,4,3,"All of the above","Both A & B","Python is an object oriented programming language","Easy to Learn","Video3-1(Treatment)",1,"Treatment",1,1,0,0,0.5,3
"R_1eDiGJxGEFOpqAl","Male","20-30","Bachelors degree",29.77149963,-95.7118988,2,3,2,4,3,"Web Applications","C. A low level implementation programming language","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Starter Language","Video1-2(Control)",0,"Control",0,0,1,0,0.25,3
"R_11gveskZO9CWIea","Female","40-50","High school diploma",38.57739258,-90.67089844,4,4,5,5,5,"Automation utilities","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Wonderful Community","Video2-1(Treatment)",1,"Treatment",0,0,1,0,0.25,4.5
"R_1hRc2z6D2KZuE5I","Male","50+","Some College No degree",41.44529724,-81.69909668,2,3,3,4,2,"All of the above","Both A & B","Python is an interpreted programming language","Great Starter Language","Video3-1(Treatment)",1,"Treatment",1,1,0,0,0.5,2.75
"R_1I4te06zrzNtvq0","Female","20-30","High school diploma",29.7375946,-95.52100372,2,4,4,4,4,"All of the above","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Advanced Language","Video3-1(Treatment)",1,"Treatment",1,0,1,1,0.75,3.5
"R_1jNR30JPukFG7cJ","Female","50+","Bachelors degree",34.45120239,-84.15299988,2,5,4,4,4,"Web Applications","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Easy to Learn","Video1-1(Treatment)",1,"Treatment",0,1,1,0,0.5,3.75
"R_2TnvE9WRXTr0kIX","Male","50+","Associates degree",33.74850464,-84.38710022,4,4,4,3,4,"All of the above","B. A flexible programming language","Python was created by Guido van Rossum in 1991","Easy to Learn","Video3-2(Control)",0,"Control",1,0,0,0,0.25,3.75
"R_1DGqTnWGO6MyBGC","Male","20-30","Masters degree",38.95219421,-77.02529907,2,2,4,4,4,"Web Applications","Both A & B","Python was created by Guido van Rossum in 1991","Great Advanced Language","Video3-1(Treatment)",1,"Treatment",0,1,0,1,0.5,3
"R_1laCkV9vN8btyXa","Female","30-40","Some College No degree",38.99330139,-92.30780029,3,3,4,2,2,"All of the above","All of the above","Python is an interpreted programming language","Great Starter Language","Video1-1(Treatment)",1,"Treatment",1,0,0,0,0.25,2.5
"R_3GEbulKl8xII9WO","Male","50+","Bachelors degree",42.88949585,-87.90740204,4,4,5,5,4,"All of the above","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Advanced Language","Video2-1(Treatment)",1,"Treatment",1,1,1,1,1,4.25
"R_3ewPJY5IiNb3w7h","Male","40-50","High school diploma",34.10479736,-82.84729767,2,4,4,3,4,"All of the above","Both A & B","Python is an interpreted programming language","Easy to Learn","Video1-2(Control)",0,"Control",1,1,0,0,0.5,3.25
"R_242e9FmMJqRgzKe","Male","40-50","High school diploma",35.28419495,-80.87190247,2,4,4,3,4,"All of the above","All of the above","Python is an interpreted programming language","Great Advanced Language","Video3-2(Control)",0,"Control",1,0,0,1,0.5,3.25
"R_3MimZ7wXbcnicrQ","Female","50+","Some College No degree",39.76100159,-77.56719971,2,4,5,4,4,"All of the above","Both A & B","Python is an interpreted programming language","Great Advanced Language","Video1-2(Control)",0,"Control",1,1,0,1,0.75,3.5
"R_UPWEgozE4uCANK9","Male","50+","Masters degree",42.29029846,-71.07980347,4,4,5,5,4,"Web Applications","A. A programming language designed to be human readable","Python is an interpreted programming language","Wonderful Community","Video2-1(Treatment)",1,"Treatment",0,0,0,0,0,4.25
"R_emlGl5e5QVyOMnL","Male","50+","Some College No degree",39.69929504,-104.8814011,3,3,3,4,3,"All of the above","Both A & B","Python is an object oriented programming language","Great Starter Language","Video1-1(Treatment)",1,"Treatment",1,1,0,0,0.5,3.25
"R_3rNFiBfprKxXKtw","Male","50+","High school diploma",42.15020752,-72.60780334,3,3,4,3,2,"Web Applications","B. A flexible programming language","Python is an interpreted programming language","Wonderful Community","Video2-1(Treatment)",1,"Treatment",0,0,0,0,0,2.75
"R_ZasX9vWs3HejWIV","Female","30-40","Bachelors degree",31.83779907,-106.538002,4,4,4,4,4,"All of the above","All of the above","Python was created by Guido van Rossum in 1991","Great Advanced Language","Video1-1(Treatment)",1,"Treatment",1,0,0,1,0.5,4
"R_3nVDutwb22uT4e0","Male","20-30","Some College No degree",40.66430664,-73.9763031,3,4,5,4,3,"Web Applications","B. A flexible programming language","Python is an object oriented programming language","Great Starter Language","Video1-1(Treatment)",1,"Treatment",0,0,0,0,0,3.5
"R_bviiCY4ldzQXNol","Male","30-40","Bachelors degree",40.84489441,-81.77359772,5,4,5,5,4,"Artificial intelligence projects","B. A flexible programming language","Python is an object oriented programming language","Wonderful Community","Video3-1(Treatment)",1,"Treatment",0,0,0,0,0,4.5
"R_3ha5Li3ntM3pnjt","Female","Other","High school diploma",44.90049744,-93.28849792,3,5,5,4,4,"All of the above","All of the above","Python was created by Guido van Rossum in 1991","Wonderful Community","Video2-2(Control)",0,"Control",1,0,0,0,0.25,4
"R_2e37nMrIJ04BHNM","Female","30-40","Bachelors degree",33.95599365,-118.3887024,2,4,4,4,3,"All of the above","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Advanced Language","Video2-2(Control)",0,"Control",1,0,1,1,0.75,3.25
"R_3QXWKkUoUpif4MZ","Female","50+","High school diploma",41.54119873,-88.05460358,1,2,4,2,2,"Automation utilities","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Wonderful Community","Video2-2(Control)",0,"Control",0,1,1,0,0.5,1.75
"R_BV52ZitHlTE03Jv","Female","20-30","High school diploma",39.14720154,-94.78739929,1,5,5,5,3,"All of the above","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Easy to Learn","Video3-2(Control)",0,"Control",1,1,1,0,0.75,3.5
"R_2WOyka0WC32wVlX","Female","40-50","Some College No degree",28.06080627,-80.67220306,2,4,3,5,3,"All of the above","A. A programming language designed to be human readable","Python is an object oriented programming language","Wonderful Community","Video2-1(Treatment)",1,"Treatment",1,0,0,0,0.25,3.5
