StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Time Demographics_First Click,Time Demographics_Last Click,Time Demographics_Page Submit,Time Demographics_Click Count,Gender,Age,Education,Video Timer_First Click,Video Timer_Last Click,Video Timer_Page Submit,Video Timer_Click Count,Video Timer_First Click,Video Timer_Last Click,Video Timer_Page Submit,Video Timer_Click Count,Video Timer_First Click,Video Timer_Last Click,Video Timer_Page Submit,Video Timer_Click Count,Video Timer_First Click,Video Timer_Last Click,Video Timer_Page Submit,Video Timer_Click Count,Video Timer_First Click,Video Timer_Last Click,Video Timer_Page Submit,Video Timer_Click Count,Video Timer_First Click,Video Timer_Last Click,Video Timer_Page Submit,Video Timer_Click Count,Time Instructor Sect_First Click,Time Instructor Sect_Last Click,Time Instructor Sect_Page Submit,Time Instructor Sect_Click Count,instr_enthusiasm,instr_professional,instr_subject,instr_material,instr_rating,Time Subject Ret_First Click,Time Subject Ret_Last Click,Time Subject Ret_Page Submit,Time Subject Ret_Click Count,subject_1_att_check,subject_1,subject_2,subject_3,subject_4,rid,Create New Field or Choose From Dropdown...,FL_20_DO,FL_29_DO,FL_37_DO,FL_45_DO,FL_53_DO,FL_69_DO,FL_77_DO,FL_85_DO,FL_93_DO,FL_101_DO,video_watched
10/31/21 10:24,10/31/21 10:29,IP Address,68.52.254.232,100,251,TRUE,10/31/21 10:29,R_2UbX2nM36Lyr70a,,,,,35.84370422,-86.38809967,anonymous,EN,2.226,13.232,14.508,8,Female,40-50,Master‰Ûªs degree,,,,,,,,,,,,,,,,,3.841,3.841,192.294,1,,,,,2.234,13.178,14.036,14,4 - very enthusiastic,4 - very professional,4 - very knowledgeable,4 - very clearly,4 - very effective,3.157,20.787,22.38,10,Introduction to Python,All of the above,All of the above,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Easy to Learn,617ec356-ee58-80db-295d-2ecac7b11209,,,,,,,,,Video3-1(Treatment),,,Video3-1(Treatment)
10/31/21 10:22,10/31/21 10:29,IP Address,172.58.173.146,100,390,TRUE,10/31/21 10:29,R_116j02IbOIG3wDN,,,,,25.85020447,-80.23670197,anonymous,EN,1.154,56.385,56.893,13,Male,30-40,High school diploma,,,,,,,,,,,,,1.129,187.041,281.523,9,,,,,,,,,0.947,25.751,26.524,35,4 - very enthusiastic,1 - not professional,3 - moderately knowledgeable,2 - slightly clearly,2 - slightly effective,0.607,17.4,18.42,25,Introduction to Python,Web Applications,C. A low level implementation programming language,Python was created by Guido van Rossum in 1991,Wonderful Community,617ec20f-3d66-d373-2f28-6db80d715562,,,Video2-2(Control),,,,,,,,,Video2-2(Control)
10/31/21 10:24,10/31/21 10:29,IP Address,73.186.179.124,100,269,TRUE,10/31/21 10:29,R_swm7NJwu4ZEgfAt,,,,,42.65820313,-71.30580139,anonymous,EN,1.265,12.645,13.301,8,Female,40-50,High school diploma,,,,,,,,,3.821,110.944,191.501,12,,,,,,,,,,,,,4.207,15.293,16.179,9,3 - moderately enthusiastic,3 - moderately professional,3 - moderately knowledgeable,3 - moderately clearly,3 - moderately effective,2.5,41.922,44.13,18,Introduction to Python,Web Applications,Both A & B,Python is an object oriented programming language,Great Advanced Language,617ec328-50f2-af2b-c2b1-7624082c7ab6,,,,,,,,,Video2-1(Treatment),,,Video2-1(Treatment)
10/31/21 10:24,10/31/21 10:29,IP Address,174.253.161.216,100,291,TRUE,10/31/21 10:29,R_1gUVofk8qLf1aN8,,,,,28.63439941,-81.62210083,anonymous,EN,1.137,13.652,15.172,12,Female,30-40,Bachelor‰Ûªs degree,,,,,4.01,158.765,191.981,6,,,,,,,,,,,,,,,,,6.1,26.473,27.163,16,1 - not enthusiastic,4 - very professional,4 - very knowledgeable,3 - moderately clearly,3 - moderately effective,4.169,49.817,50.645,16,Introduction to Python,All of the above,All of the above,Python is an object oriented programming language,Great Advanced Language,617ec31b-1886-023d-579b-2bf0660fa17a,,,,,,,,Video1-2(Control),,,,Video1-2(Control)
10/31/21 10:24,10/31/21 10:29,IP Address,73.110.144.190,100,271,TRUE,10/31/21 10:29,R_2yjFvH9su58a9Pg,,,,,41.89570618,-87.9434967,anonymous,EN,1.886,13.813,14.626,8,Female,50+,Bachelor‰Ûªs degree,,,,,,,,,13.965,189.03,191.056,28,,,,,,,,,,,,,1.248,22.59,23.671,19,2 - slightly enthusiastic,4 - very professional,2 - slightly knowledgeable,4 - very clearly,3 - moderately effective,1.162,39.404,40.265,23,Introduction to Python,Web Applications,Both A & B,Python is an interpreted programming language,Easy to Learn,617ec329-d5b2-3da5-52b2-0ecb68932347,,,,,,,,,,Video2-1(Treatment),,Video2-1(Treatment)
10/31/21 10:24,10/31/21 10:29,IP Address,76.114.213.106,100,267,TRUE,10/31/21 10:29,R_4TTrsOo4OMoGVod,,,,,38.91720581,-77.07089996,anonymous,EN,0.901,8.771,11.649,8,Male,40-50,"Some College, No degree",199.734,199.734,200.683,1,,,,,,,,,,,,,,,,,,,,,4.557,14.265,14.941,10,4 - very enthusiastic,4 - very professional,4 - very knowledgeable,4 - very clearly,4 - very effective,3.524,34.384,35.202,11,Introduction to Python,All of the above,All of the above,Python is an object oriented programming language,Great Advanced Language,617ec353-349b-427a-9049-a19f4c40cdb4,,,,Video1-1(Treatment),,,,,,,,Video1-1(Treatment)
10/31/21 10:21,10/31/21 10:29,IP Address,98.244.151.88,100,457,TRUE,10/31/21 10:29,R_PG7VifxL8A4h3fb,,,,,32.07730103,-81.09010315,anonymous,EN,1.16,11.318,12.202,9,Female,30-40,Bachelor‰Ûªs degree,,,,,,,,,,,,,,,,,,,,,2.428,20.417,215.996,3,2.893,31.216,32.162,17,1 - not enthusiastic,3 - moderately professional,3 - moderately knowledgeable,2 - slightly clearly,2 - slightly effective,2.333,190.648,191.202,18,Introduction to Python,Web Applications,A. A programming language designed to be human readable,Python is an object oriented programming language,Easy to Learn,617ec2b0-c09a-1eb4-1211-7f22caa7eb45,,,,,,,,Video3-2(Control),,,,Video3-2(Control)
10/31/21 10:24,10/31/21 10:29,IP Address,107.77.249.8,100,267,TRUE,10/31/21 10:29,R_PRSjaSZdnx5EcBr,,,,,35.229599,-80.84300232,anonymous,EN,1.14,9.35,11.401,12,Male,20-30,"Some College, No degree",,,,,,,,,,,,,,,,,1.366,1.366,211.559,1,,,,,1.484,9.07,10.813,12,2 - slightly enthusiastic,3 - moderately professional,5 - extremely knowledgeable,2 - slightly clearly,4 - very effective,2.798,27.416,29.101,13,Introduction to Python,Web Applications,Both A & B,Python is an object oriented programming language,Wonderful Community,617ec34c-51ec-a719-53c8-c4d3540c23f3,,Video3-1(Treatment),,,,,,,,,,Video3-1(Treatment)
10/31/21 10:24,10/31/21 10:29,IP Address,73.120.185.226,100,315,TRUE,10/31/21 10:29,R_cO9a7DXPZdm5csx,,,,,28.92739868,-81.98190308,anonymous,EN,1.212,7.591,11.818,6,Female,20-30,Less than High school,,,,,,,,,,,,,,,,,188.809,188.809,198.107,1,,,,,2.773,22.375,25.302,13,1 - not enthusiastic,3 - moderately professional,4 - very knowledgeable,4 - very clearly,3 - moderately effective,1.383,75.122,76.779,27,Introduction to Python,Web Applications,A. A programming language designed to be human readable,Python is an object oriented programming language,Wonderful Community,617ec342-fdda-60dc-6939-4dd22589d1f3,,,,,,,Video3-1(Treatment),,,,,Video3-1(Treatment)
10/31/21 10:25,10/31/21 10:29,IP Address,107.77.169.1,100,245,TRUE,10/31/21 10:29,R_3MA2AXtICK5l9LQ,,,,,29.77560425,-95.30819702,anonymous,EN,0.501,3.447,10.916,6,Female,20-30,High school diploma,,,,,,,,,0.868,13.785,191.987,2,,,,,,,,,,,,,1.334,10.749,11.473,14,5 - extremely enthusiastic,5 - extremely professional,5 - extremely knowledgeable,5 - extremely clearly,5 - extremely effective,2.614,19.783,23.745,16,Introduction to Python,All of the above,All of the above,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Easy to Learn,617ec362-6b90-fd3f-1be1-0f9735b3f7e8,,,,,,,Video2-1(Treatment),,,,,Video2-1(Treatment)
10/31/21 10:24,10/31/21 10:29,IP Address,172.58.19.88,100,279,TRUE,10/31/21 10:29,R_3j0BYKA6AIbLZGO,,,,,33.80549622,-117.9223022,anonymous,EN,1.701,13.673,14.564,8,Male,40-50,High school diploma,,,,,8.849,192.402,193.486,33,,,,,,,,,,,,,,,,,5.902,21.715,22.552,11,1 - not enthusiastic,3 - moderately professional,3 - moderately knowledgeable,3 - moderately clearly,2 - slightly effective,2.522,41.907,42.945,17,Introduction to Python,All of the above,Both A & B,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Easy to Learn,617ec344-a761-85da-3100-1415697f1e6f,,,,Video1-2(Control),,,,,,,,Video1-2(Control)
10/31/21 10:25,10/31/21 10:29,IP Address,208.69.162.179,100,272,TRUE,10/31/21 10:29,R_bO66zzscr5Oq7Rf,,,,,38.69050598,-85.80280304,anonymous,EN,1.356,9.818,11.001,7,Female,30-40,Bachelor‰Ûªs degree,,,,,,,,,0,0,203.552,0,,,,,,,,,,,,,3.909,19.193,19.673,9,4 - very enthusiastic,4 - very professional,4 - very knowledgeable,5 - extremely clearly,5 - extremely effective,4.331,34.198,34.614,10,Introduction to Python,All of the above,A. A programming language designed to be human readable,Python was created by Guido van Rossum in 1991,Wonderful Community,617ec366-25f0-5ed7-6a6c-822a3dc6a5df,,,,,,,,Video2-1(Treatment),,,,Video2-1(Treatment)
10/31/21 10:24,10/31/21 10:29,IP Address,107.77.207.11,100,285,TRUE,10/31/21 10:29,R_2aIx5b3DAv2T6C8,,,,,41.87640381,-87.61329651,anonymous,EN,1.769,11.034,11.401,5,Male,30-40,Associate‰Ûªs degree,,,,,,,,,201.018,201.018,216.076,1,,,,,,,,,,,,,2.952,15.119,16,11,3 - moderately enthusiastic,4 - very professional,4 - very knowledgeable,3 - moderately clearly,3 - moderately effective,6.091,35.206,35.777,16,Introduction to Python,All of the above,All of the above,Python was created by Guido van Rossum in 1991,Easy to Learn,617ec349-fffd-d95f-8ef8-25a704e7bf32,,,Video2-1(Treatment),,,,,,,,,Video2-1(Treatment)
10/31/21 10:25,10/31/21 10:29,IP Address,74.83.234.56,100,255,TRUE,10/31/21 10:29,R_ah2yv6WHGLtUX5v,,,,,38.93449402,-84.54810333,anonymous,EN,6.471,10.439,11.277,6,Female,30-40,Bachelor‰Ûªs degree,,,,,,,,,6.877,25.037,191.749,3,,,,,,,,,,,,,2.323,10.139,10.901,10,3 - moderately enthusiastic,5 - extremely professional,5 - extremely knowledgeable,5 - extremely clearly,4 - very effective,9.47,35.983,36.797,18,Introduction to Python,All of the above,All of the above,Python was created by Guido van Rossum in 1991,Great Advanced Language,617ec366-8f02-6fdb-7826-b6db1174b33b,,,,,,,,Video2-1(Treatment),,,,Video2-1(Treatment)
10/31/21 10:25,10/31/21 10:29,IP Address,73.67.66.162,100,265,TRUE,10/31/21 10:29,R_3Ra15RoJ5s0Bm5y,,,,,29.10150146,-82.34130096,anonymous,EN,1.974,8.994,11.159,9,Female,40-50,Bachelor‰Ûªs degree,,,,,,,,,,,,,,,,,67.174,192.293,193.569,11,,,,,4.571,16.929,17.698,10,4 - very enthusiastic,5 - extremely professional,5 - extremely knowledgeable,5 - extremely clearly,5 - extremely effective,5.212,39.182,39.991,10,Introduction to Python,Web Applications,A. A programming language designed to be human readable,Python is an interpreted programming language,Wonderful Community,617ec394-d93c-9974-20f0-10c2ef0b6342,,,,,,,,,Video3-1(Treatment),,,Video3-1(Treatment)
10/31/21 10:24,10/31/21 10:29,IP Address,50.204.99.158,100,303,TRUE,10/31/21 10:29,R_1gSm6Ygg7qzsc69,,,,,32.0388031,-81.12190247,anonymous,EN,10.224,17.334,18.328,8,Male,30-40,"Some College, No degree",,,,,,,,,2.074,153.398,203.805,4,,,,,,,,,,,,,1.985,19.511,20.375,17,3 - moderately enthusiastic,4 - very professional,4 - very knowledgeable,5 - extremely clearly,5 - extremely effective,2.1,53.534,54.348,17,Introduction to Python,All of the above,B. A flexible programming language,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Great Starter Language,617ec36e-d70c-4f69-f45e-e1c86836f7c7,,,Video2-1(Treatment),,,,,,,,,Video2-1(Treatment)
10/31/21 10:25,10/31/21 10:29,IP Address,73.226.152.161,100,271,TRUE,10/31/21 10:29,R_3GrczmAGVB1ztp8,,,,,40.03509521,-74.11070251,anonymous,EN,1.026,11.021,12.01,10,Female,40-50,"Some College, No degree",,,,,,,,,,,,,,,,,,,,,12.633,155.739,197.786,7,4.163,17.257,17.801,12,2 - slightly enthusiastic,5 - extremely professional,4 - very knowledgeable,5 - extremely clearly,4 - very effective,3.548,36.886,37.548,14,Introduction to Python,All of the above,Both A & B,Python is an object oriented programming language,Great Advanced Language,617ec34c-db13-a466-2f9e-773364807ba8,,,,,,,,,Video3-2(Control),,,Video3-2(Control)
10/31/21 10:24,10/31/21 10:29,IP Address,172.58.160.102,100,296,TRUE,10/31/21 10:29,R_Q9xPGBWoyOITyDL,,,,,41.87640381,-87.61329651,anonymous,EN,1.09,9.564,11.158,9,Female,40-50,Associate‰Ûªs degree,,,,,,,,,,,,,1.838,1.838,224.097,1,,,,,,,,,2.326,13.401,14.3,14,4 - very enthusiastic,5 - extremely professional,4 - very knowledgeable,5 - extremely clearly,4 - very effective,3.487,38.201,39.718,19,Introduction to Python,All of the above,Both A & B,Python is an interpreted programming language,Great Advanced Language,617ec34e-14a7-6989-2d95-0b47c4ba3099,,,,,,,,,Video2-2(Control),,,Video2-2(Control)
10/31/21 10:25,10/31/21 10:29,IP Address,132.147.23.137,100,283,TRUE,10/31/21 10:29,R_1pAoNWqgela3ls1,,,,,33.50770569,-81.68769836,anonymous,EN,2.602,7.768,10.885,7,Male,30-40,Associate‰Ûªs degree,4.357,186.812,191.306,8,,,,,,,,,,,,,,,,,,,,,4.069,21.091,21.594,17,4 - very enthusiastic,3 - moderately professional,3 - moderately knowledgeable,4 - very clearly,3 - moderately effective,3.407,41.034,55.115,18,Introduction to Python,All of the above,Both A & B,Python is an interpreted programming language,Easy to Learn,617ec386-ae4e-2ecc-1ce4-b39f8ff1ddc6,,,Video1-1(Treatment),,,,,,,,,Video1-1(Treatment)
10/31/21 10:25,10/31/21 10:29,IP Address,172.58.99.134,100,298,TRUE,10/31/21 10:29,R_3fdV11GEEo2egpJ,,,,,29.7375946,-95.52100372,anonymous,EN,24.082,30.028,30.626,5,Female,30-40,Bachelor‰Ûªs degree,18.028,174.226,204.817,13,,,,,,,,,,,,,,,,,,,,,1.557,9.48,14.107,11,5 - extremely enthusiastic,5 - extremely professional,5 - extremely knowledgeable,5 - extremely clearly,5 - extremely effective,3.734,41.925,43.749,22,Introduction to Python,Artificial intelligence projects,Both A & B,Python was created by Guido van Rossum in 1991,Easy to Learn,617ec361-7bdf-aad2-eaa4-64a9c2ba17ab,,,,,,,,Video1-1(Treatment),,,,Video1-1(Treatment)
10/31/21 10:25,10/31/21 10:29,IP Address,172.58.60.121,100,296,TRUE,10/31/21 10:29,R_3Gr0Goc7PkYlADM,,,,,39.73880005,-104.9868011,anonymous,EN,3.135,13.256,13.913,11,Female,40-50,"Some College, No degree",,,,,86.275,193.892,194.931,3,,,,,,,,,,,,,,,,,6.201,39.55,40.119,14,1 - not enthusiastic,1 - not professional,3 - moderately knowledgeable,2 - slightly clearly,2 - slightly effective,5.983,43.097,43.777,15,Introduction to Python,All of the above,A. A programming language designed to be human readable,Python was created by Guido van Rossum in 1991,Wonderful Community,617ec37a-167c-3a9b-f111-a1f7de9518d0,,,,,,,,,Video1-2(Control),,,Video1-2(Control)
10/31/21 10:26,10/31/21 10:30,IP Address,192.63.84.48,100,240,TRUE,10/31/21 10:30,R_4TMvvrz2LFcHCs9,,,,,29.48730469,-98.45320129,anonymous,EN,0.966,12.412,13.353,9,Male,20-30,Associate‰Ûªs degree,,,,,,,,,,,,,1.487,94.158,192.269,4,,,,,,,,,1.903,11.572,12.29,18,5 - extremely enthusiastic,4 - very professional,4 - very knowledgeable,5 - extremely clearly,4 - very effective,2.2,14.484,15.176,18,Introduction to Python,Web Applications,Both A & B,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Wonderful Community,617ec37c-8b9d-bdbe-dc34-e6257b9411f1,,Video2-2(Control),,,,,,,,,,Video2-2(Control)
10/31/21 10:25,10/31/21 10:30,IP Address,98.4.165.121,100,308,TRUE,10/31/21 10:30,R_x9rRtvZ7STbSKrf,,,,,43.18060303,-77.59480286,anonymous,EN,1.23,9.73,11.387,11,Female,20-30,Bachelor‰Ûªs degree,,,,,,,,,,,,,,,,,,,,,1.837,157.564,205.224,10,3.894,19.741,20.682,17,1 - not enthusiastic,3 - moderately professional,2 - slightly knowledgeable,3 - moderately clearly,1 - not effective,3.301,68.04,68.827,28,Introduction to Python,All of the above,All of the above,Python is an interpreted programming language,Great Advanced Language,617ec366-9d71-937c-42d2-edd3b69e5415,,,,,,,Video3-2(Control),,,,,Video3-2(Control)
10/31/21 10:25,10/31/21 10:30,IP Address,70.189.122.124,100,303,TRUE,10/31/21 10:30,R_2ypaT6S6gqoiqW7,,,,,36.09440613,-95.97170258,anonymous,EN,0.927,17.202,17.9,14,Male,30-40,High school diploma,,,,,3.93,193.428,194.018,32,,,,,,,,,,,,,,,,,5.789,18.007,18.548,12,4 - very enthusiastic,4 - very professional,3 - moderately knowledgeable,4 - very clearly,4 - very effective,8.334,69.719,70.795,21,Introduction to Python,All of the above,All of the above,Python is an interpreted programming language,Wonderful Community,617ec34a-1cff-b155-a76e-b2dcace23419,,,Video1-2(Control),,,,,,,,,Video1-2(Control)
10/31/21 10:26,10/31/21 10:30,IP Address,73.208.41.234,100,248,TRUE,10/31/21 10:30,R_2tofP3y8b4O59Om,,,,,41.99279785,-87.80539703,anonymous,EN,1.507,5.232,12.136,6,Female,30-40,Bachelor‰Ûªs degree,,,,,,,,,0,0,193.041,0,,,,,,,,,,,,,1.642,8.212,12.655,9,4 - very enthusiastic,5 - extremely professional,4 - very knowledgeable,5 - extremely clearly,4 - very effective,8.765,25.849,27.585,11,Introduction to Python,Web Applications,B. A flexible programming language,Python is an object oriented programming language,Great Starter Language,617ec38c-09d3-b80f-c4f3-641cc372006b,,,,,,,,Video2-1(Treatment),,,,Video2-1(Treatment)
10/31/21 10:25,10/31/21 10:30,IP Address,174.207.227.160,100,309,TRUE,10/31/21 10:30,R_2E7cOW0XrsqSLZy,,,,,39.50819397,-84.3986969,anonymous,EN,1.556,10.479,11.258,11,Female,30-40,High school diploma,,,,,,,,,,,,,24.182,76.99,238.073,12,,,,,,,,,3.897,25.062,25.694,18,1 - not enthusiastic,2 - slightly professional,2 - slightly knowledgeable,4 - very clearly,3 - moderately effective,3.031,30.704,31.241,14,Introduction to Python,All of the above,All of the above,Python is an object oriented programming language,Easy to Learn,617ec386-6075-fabc-df51-ad9090ef788b,,,,,,,,Video2-2(Control),,,,Video2-2(Control)
10/31/21 10:24,10/31/21 10:30,IP Address,73.216.95.200,100,381,TRUE,10/31/21 10:30,R_1EbTMpAAcpFRjeu,,,,,37.4611969,-77.39499664,anonymous,EN,94.152,105.401,106.001,7,Male,40-50,Bachelor‰Ûªs degree,,,,,,,,,,,,,,,,,,,,,2.779,181.815,191.113,21,1.853,20.311,20.876,15,3 - moderately enthusiastic,5 - extremely professional,5 - extremely knowledgeable,4 - very clearly,4 - very effective,3.506,57.529,59.3,18,Introduction to Python,All of the above,Both A & B,Python was created by Guido van Rossum in 1991,Great Advanced Language,617ec32a-7b75-dd41-421c-90e8109c8af9,,,,Video3-2(Control),,,,,,,,Video3-2(Control)
10/31/21 10:25,10/31/21 10:30,IP Address,24.196.51.102,100,303,TRUE,10/31/21 10:30,R_12hGDGScBJe1Fod,,,,,46.87330627,-92.09480286,anonymous,EN,1.333,12.67,13.448,9,Male,20-30,High school diploma,,,,,,,,,,,,,,,,,52.577,140.993,194.375,6,,,,,3.388,17.081,17.748,13,3 - moderately enthusiastic,4 - very professional,4 - very knowledgeable,5 - extremely clearly,3 - moderately effective,2.812,71.015,74.727,19,Introduction to Python,All of the above,Both A & B,Python was created by Guido van Rossum in 1991,Easy to Learn,617ec37f-c86f-b360-5ade-21b964e2bddc,,Video3-1(Treatment),,,,,,,,,,Video3-1(Treatment)
10/31/21 10:25,10/31/21 10:30,IP Address,107.77.210.10,100,329,TRUE,10/31/21 10:30,R_PwxJkwF41vsNg6B,,,,,41.87640381,-87.61329651,anonymous,EN,13.391,25.039,25.831,6,Male,30-40,"Some College, No degree",,,,,,,,,,,,,,,,,4.313,198.345,198.809,10,,,,,1.423,24.331,25.227,21,3 - moderately enthusiastic,4 - very professional,3 - moderately knowledgeable,4 - very clearly,3 - moderately effective,0.931,74.801,75.648,30,Introduction to Python,All of the above,Both A & B,Python is an object oriented programming language,Great Starter Language,617ec355-da55-f5d4-f09f-015a29b0dbec,,,Video3-1(Treatment),,,,,,,,,Video3-1(Treatment)
10/31/21 10:26,10/31/21 10:30,IP Address,50.201.239.98,100,237,TRUE,10/31/21 10:30,R_2b1AmkkEblYUWs0,,,,,35.84370422,-86.38809967,anonymous,EN,1.355,10.623,11.322,7,Female,30-40,Bachelor‰Ûªs degree,,,,,87.893,87.893,191.761,1,,,,,,,,,,,,,,,,,2.835,9.947,10.745,12,5 - extremely enthusiastic,5 - extremely professional,5 - extremely knowledgeable,5 - extremely clearly,5 - extremely effective,2.001,19.222,19.84,13,Introduction to Python,All of the above,All of the above,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Easy to Learn,617ec3db-e87f-5c03-52b1-2e68dbe11f72,,,,,,,,Video1-2(Control),,,,Video1-2(Control)
10/31/21 10:25,10/31/21 10:30,IP Address,172.58.237.243,100,326,TRUE,10/31/21 10:30,R_3kk88DefSQ5wLo8,,,,,37.75100708,-97.8219986,anonymous,EN,2.402,8.151,11.046,7,Female,40-50,"Some College, No degree",13.021,91.252,234.476,6,,,,,,,,,,,,,,,,,,,,,6.902,24.312,24.887,12,1 - not enthusiastic,4 - very professional,4 - very knowledgeable,4 - very clearly,3 - moderately effective,3.5,51.486,52.539,13,Introduction to Python,Web Applications,Both A & B,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Great Advanced Language,617ec383-838a-ae77-eb82-99610c319ca1,,,,,,,,,Video1-1(Treatment),,,Video1-1(Treatment)
10/31/21 10:26,10/31/21 10:30,IP Address,47.48.84.74,100,270,TRUE,10/31/21 10:30,R_2zuWTWsFKii711U,,,,,39.5381012,-119.8365021,anonymous,EN,8.175,16.54,17.177,9,Female,50+,High school diploma,0,0,211.703,0,,,,,,,,,,,,,,,,,,,,,2.137,15.424,19.502,10,4 - very enthusiastic,3 - moderately professional,4 - very knowledgeable,4 - very clearly,3 - moderately effective,4.025,14.328,14.9,15,Introduction to Python,Web Applications,B. A flexible programming language,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Great Advanced Language,617ec392-4538-50f2-3647-89e94f245eec,,,,,,,,,,Video1-1(Treatment),,Video1-1(Treatment)
10/31/21 10:26,10/31/21 10:30,IP Address,69.40.119.223,100,244,TRUE,10/31/21 10:30,R_3I0oLRbPHtbP1fv,,,,,38.00520325,-84.42299652,anonymous,EN,1.744,8.29,20.501,9,Female,30-40,High school diploma,54.576,108.83,191.629,18,,,,,,,,,,,,,,,,,,,,,2.869,9.677,11.043,14,3 - moderately enthusiastic,3 - moderately professional,3 - moderately knowledgeable,3 - moderately clearly,3 - moderately effective,4.289,14.959,15.311,13,Introduction to Python,Web Applications,B. A flexible programming language,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Great Starter Language,617ec3c0-0fad-cad9-51f0-58aa85d71e8c,,,,,,,,Video1-1(Treatment),,,,Video1-1(Treatment)
10/31/21 10:25,10/31/21 10:30,IP Address,174.255.65.44,100,287,TRUE,10/31/21 10:30,R_3FIh6QKce5LLuLq,,,,,42.35620117,-71.06310272,anonymous,EN,1.901,12.939,13.674,10,Male,30-40,Associate‰Ûªs degree,,,,,8.636,187.795,191.898,5,,,,,,,,,,,,,,,,,5.401,24.882,25.536,9,2 - slightly enthusiastic,2 - slightly professional,3 - moderately knowledgeable,2 - slightly clearly,2 - slightly effective,2.961,49.794,50.643,12,Introduction to Python,All of the above,All of the above,Python is an object oriented programming language,Wonderful Community,617ec38c-c84b-e14a-680b-6daa40d1d92f,,,Video1-2(Control),,,,,,,,,Video1-2(Control)
10/31/21 10:26,10/31/21 10:30,IP Address,71.60.7.120,100,268,TRUE,10/31/21 10:30,R_26nkK8oGuFNVgSe,,,,,41.12849426,-78.74939728,anonymous,EN,1.243,12.937,13.634,8,Male,20-30,High school diploma,,,,,,,,,,,,,,,,,,,,,0,0,199.922,0,11.497,19.714,20.395,9,2 - slightly enthusiastic,4 - very professional,4 - very knowledgeable,3 - moderately clearly,3 - moderately effective,2.63,28.987,30.525,13,Introduction to Python,All of the above,Both A & B,Python is an interpreted programming language,Wonderful Community,617ec3a3-7164-be2f-3ed7-6b52b01ce6fe,,Video3-2(Control),,,,,,,,,,Video3-2(Control)
10/31/21 10:25,10/31/21 10:30,IP Address,107.77.232.23,100,319,TRUE,10/31/21 10:30,R_1l9VHQA8Ctng8wV,,,,,33.74850464,-84.38710022,anonymous,EN,7.701,12.359,13.135,7,Female,30-40,Bachelor‰Ûªs degree,,,,,,,,,,,,,,,,,0,0,201.004,0,,,,,5.272,17.465,18.235,12,2 - slightly enthusiastic,4 - very professional,4 - very knowledgeable,4 - very clearly,4 - very effective,3.204,70.662,71.299,13,Introduction to Python,All of the above,Both A & B,Python is an interpreted programming language,Easy to Learn,617ec359-2ea7-5307-5704-534b5b56987d,,,,,,,,Video3-1(Treatment),,,,Video3-1(Treatment)
10/31/21 10:25,10/31/21 10:30,IP Address,174.252.128.95,100,309,TRUE,10/31/21 10:30,R_33dxKovrbTBzpNf,,,,,40.17050171,-76.41660309,anonymous,EN,25.172,28.667,29.271,5,Female,30-40,"Some College, No degree",3.298,169.665,191.785,25,,,,,,,,,,,,,,,,,,,,,2.402,11.5,12.295,10,3 - moderately enthusiastic,3 - moderately professional,3 - moderately knowledgeable,4 - very clearly,2 - slightly effective,2.3,71.684,72.323,13,Introduction to Python,All of the above,B. A flexible programming language,Python was created by Guido van Rossum in 1991,Easy to Learn,617ec3a8-6414-00f0-05dd-95374041c5f9,,,,,,,,Video1-1(Treatment),,,,Video1-1(Treatment)
10/31/21 10:26,10/31/21 10:30,IP Address,174.252.129.64,100,248,TRUE,10/31/21 10:30,R_26fpRrCqvRXCCnL,,,,,39.90600586,-75.2397995,anonymous,EN,5.99,17.238,17.997,8,Male,30-40,High school diploma,,,,,,,,,,,,,,,,,,,,,7.966,189.159,191.144,6,1.764,9.952,10.931,11,3 - moderately enthusiastic,4 - very professional,4 - very knowledgeable,4 - very clearly,4 - very effective,2.505,20.832,21.469,17,Introduction to Python,All of the above,All of the above,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Easy to Learn,617ec3cb-7009-a48a-7f4e-fd0fc2c457b4,,,Video3-2(Control),,,,,,,,,Video3-2(Control)
